zona,region,inec_provincia_id,provincia,poblacion,dosis_total,primera_dosis,segunda_dosis,lat,lng,created_at
1,costa,08,Esmeraldas,591083,88180,66881,21299,1.050000000000000,-79.20000000000000,09/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,71183,53368,17815,-0.2541670000000000,-79.17194400000000,09/06/2021
3,sierra,02,Bolívar,209933,54045,36717,17328,-1.605556000000000,-79.00305600000000,09/06/2021
6,sierra,03,Cañar,281396,50057,35915,14142,-2.733333000000000,-78.83333300000000,09/06/2021
1,sierra,04,Carchi,186869,51403,35896,15507,0.8121800000000000,-77.71633000000000,09/06/2021
5,costa,24,Santa Elena,401178,51274,35604,15670,-2.226700000000000,-80.85830000000000,09/06/2021
5,insular,20,Galápagos,33042,48952,28749,20203,-0.8000000000000000,-89.40000000000001,09/06/2021
2,amazonia,21,Sucumbíos,230503,35430,25531,9899,0.08472200000000001,-76.88277800000000,09/06/2021
2,amazonia,15,Napo,133705,30917,22265,8652,-0.9890000000000000,-77.81590000000000,09/06/2021
6,amazonia,14,Morona Santiago,196535,30768,21125,9643,-2.300000000000000,-78.11666700000001,09/06/2021
2,amazonia,22,Orellana,161338,24139,17872,6267,-0.4666670000000000,-76.96666700000000,09/06/2021
7,amazonia,19,Zamora Chinchipe,120416,23008,16912,6096,-4.120000000000000,-78.80000000000000,09/06/2021
2,amazonia,16,Pastaza,114202,16978,13376,3602,-1.066667000000000,-78.00111099999999,09/06/2021
9,sierra,17,Pichincha,3228233,801179,563504,237675,-0.2186110000000000,-78.50972200000000,10/06/2021
8,costa,09,Guayas,4387434,693446,468928,224518,-2.183333000000000,-79.88333299999999,10/06/2021
4,costa,13,Manabí,1562079,305133,230292,74841,-1.056181000000000,-80.45521700000000,10/06/2021
6,sierra,01,Azuay,881394,239910,164857,75053,-2.897414000000000,-79.00448100000000,10/06/2021
7,sierra,11,Loja,521154,163149,111036,52113,-3.983333000000000,-79.20000000000000,10/06/2021
7,costa,07,El Oro,715751,136130,101565,34565,-3.266667000000000,-79.96666700000000,10/06/2021
5,costa,12,Los Ríos,921763,125683,90740,34943,-1.800000000000000,-79.53333300000000,10/06/2021
3,sierra,18,Tungurahua,590600,122138,87282,34856,-1.241667000000000,-78.61972200000000,10/06/2021
3,sierra,06,Chimborazo,524004,122461,86220,36241,-1.674347000000000,-78.64829400000001,10/06/2021
1,sierra,10,Imbabura,476257,117496,85337,32159,0.3626780000000000,-78.13066700000000,10/06/2021
1,costa,08,Esmeraldas,591083,89477,68080,21397,1.050000000000000,-79.20000000000000,10/06/2021
3,sierra,05,Cotopaxi,488716,94275,68076,26199,-0.9333330000000000,-78.61666700000001,10/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,72514,53802,18712,-0.2541670000000000,-79.17194400000000,10/06/2021
3,sierra,02,Bolívar,209933,55851,37135,18716,-1.605556000000000,-79.00305600000000,10/06/2021
6,sierra,03,Cañar,281396,50768,36365,14403,-2.733333000000000,-78.83333300000000,10/06/2021
5,costa,24,Santa Elena,401178,53331,36089,17242,-2.226700000000000,-80.85830000000000,10/06/2021
1,sierra,04,Carchi,186869,51630,36033,15597,0.8121800000000000,-77.71633000000000,10/06/2021
5,insular,20,Galápagos,33042,48952,28749,20203,-0.8000000000000000,-89.40000000000001,10/06/2021
2,amazonia,21,Sucumbíos,230503,36060,25873,10187,0.08472200000000001,-76.88277800000000,10/06/2021
2,amazonia,15,Napo,133705,31413,22320,9093,-0.9890000000000000,-77.81590000000000,10/06/2021
6,amazonia,14,Morona Santiago,196535,31356,21646,9710,-2.300000000000000,-78.11666700000001,10/06/2021
2,amazonia,22,Orellana,161338,24257,17975,6282,-0.4666670000000000,-76.96666700000000,10/06/2021
7,amazonia,19,Zamora Chinchipe,120416,23252,17012,6240,-4.120000000000000,-78.80000000000000,10/06/2021
2,amazonia,16,Pastaza,114202,17198,13583,3615,-1.066667000000000,-78.00111099999999,10/06/2021
9,sierra,17,Pichincha,3228233,818529,574349,244180,-0.2186110000000000,-78.50972200000000,11/06/2021
8,costa,09,Guayas,4387434,713368,478357,235011,-2.183333000000000,-79.88333299999999,11/06/2021
4,costa,13,Manabí,1562079,311548,232963,78585,-1.056181000000000,-80.45521700000000,11/06/2021
6,sierra,01,Azuay,881394,244706,167719,76987,-2.897414000000000,-79.00448100000000,11/06/2021
7,sierra,11,Loja,521154,167077,112785,54292,-3.983333000000000,-79.20000000000000,11/06/2021
7,costa,07,El Oro,715751,140580,103303,37277,-3.266667000000000,-79.96666700000000,11/06/2021
5,costa,12,Los Ríos,921763,129765,92695,37070,-1.800000000000000,-79.53333300000000,11/06/2021
3,sierra,18,Tungurahua,590600,124697,88255,36442,-1.241667000000000,-78.61972200000000,11/06/2021
3,sierra,06,Chimborazo,524004,126116,87653,38463,-1.674347000000000,-78.64829400000001,11/06/2021
1,sierra,10,Imbabura,476257,119594,86759,32835,0.3626780000000000,-78.13066700000000,11/06/2021
1,costa,08,Esmeraldas,591083,91334,69405,21929,1.050000000000000,-79.20000000000000,11/06/2021
3,sierra,05,Cotopaxi,488716,98354,68796,29558,-0.9333330000000000,-78.61666700000001,11/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,74263,54141,20122,-0.2541670000000000,-79.17194400000000,11/06/2021
3,sierra,02,Bolívar,209933,57077,37580,19497,-1.605556000000000,-79.00305600000000,11/06/2021
6,sierra,03,Cañar,281396,51736,37099,14637,-2.733333000000000,-78.83333300000000,11/06/2021
5,costa,24,Santa Elena,401178,54947,36600,18347,-2.226700000000000,-80.85830000000000,11/06/2021
1,sierra,04,Carchi,186869,52832,36445,16387,0.8121800000000000,-77.71633000000000,11/06/2021
5,insular,20,Galápagos,33042,49098,28801,20297,-0.8000000000000000,-89.40000000000001,11/06/2021
2,amazonia,21,Sucumbíos,230503,36626,26101,10525,0.08472200000000001,-76.88277800000000,11/06/2021
6,amazonia,14,Morona Santiago,196535,32577,22592,9985,-2.300000000000000,-78.11666700000001,11/06/2021
2,amazonia,15,Napo,133705,31648,22368,9280,-0.9890000000000000,-77.81590000000000,11/06/2021
2,amazonia,22,Orellana,161338,24508,18052,6456,-0.4666670000000000,-76.96666700000000,11/06/2021
7,amazonia,19,Zamora Chinchipe,120416,24026,17193,6833,-4.120000000000000,-78.80000000000000,11/06/2021
2,amazonia,16,Pastaza,114202,17776,13779,3997,-1.066667000000000,-78.00111099999999,11/06/2021
9,sierra,17,Pichincha,3228233,834155,582970,251185,-0.2186110000000000,-78.50972200000000,12/06/2021
8,costa,09,Guayas,4387434,720260,481385,238875,-2.183333000000000,-79.88333299999999,12/06/2021
4,costa,13,Manabí,1562079,315330,234938,80392,-1.056181000000000,-80.45521700000000,12/06/2021
6,sierra,01,Azuay,881394,246910,169312,77598,-2.897414000000000,-79.00448100000000,12/06/2021
7,sierra,11,Loja,521154,169738,114301,55437,-3.983333000000000,-79.20000000000000,12/06/2021
7,costa,07,El Oro,715751,142927,104465,38462,-3.266667000000000,-79.96666700000000,12/06/2021
5,costa,12,Los Ríos,921763,131718,94016,37702,-1.800000000000000,-79.53333300000000,12/06/2021
3,sierra,18,Tungurahua,590600,126311,88764,37547,-1.241667000000000,-78.61972200000000,12/06/2021
1,sierra,10,Imbabura,476257,121859,88506,33353,0.3626780000000000,-78.13066700000000,12/06/2021
3,sierra,06,Chimborazo,524004,126774,88163,38611,-1.674347000000000,-78.64829400000001,12/06/2021
1,costa,08,Esmeraldas,591083,91911,69916,21995,1.050000000000000,-79.20000000000000,12/06/2021
3,sierra,05,Cotopaxi,488716,100613,69030,31583,-0.9333330000000000,-78.61666700000001,12/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,75308,54352,20956,-0.2541670000000000,-79.17194400000000,12/06/2021
3,sierra,02,Bolívar,209933,57434,37829,19605,-1.605556000000000,-79.00305600000000,12/06/2021
6,sierra,03,Cañar,281396,53865,37519,16346,-2.733333000000000,-78.83333300000000,12/06/2021
5,costa,24,Santa Elena,401178,55920,37160,18760,-2.226700000000000,-80.85830000000000,12/06/2021
1,sierra,04,Carchi,186869,52932,36544,16388,0.8121800000000000,-77.71633000000000,12/06/2021
5,insular,20,Galápagos,33042,49224,28808,20416,-0.8000000000000000,-89.40000000000001,12/06/2021
2,amazonia,21,Sucumbíos,230503,37007,26399,10608,0.08472200000000001,-76.88277800000000,12/06/2021
2,amazonia,15,Napo,133705,32206,22920,9286,-0.9890000000000000,-77.81590000000000,12/06/2021
6,amazonia,14,Morona Santiago,196535,32962,22888,10074,-2.300000000000000,-78.11666700000001,12/06/2021
2,amazonia,22,Orellana,161338,24895,18233,6662,-0.4666670000000000,-76.96666700000000,12/06/2021
7,amazonia,19,Zamora Chinchipe,120416,24422,17394,7028,-4.120000000000000,-78.80000000000000,12/06/2021
2,amazonia,16,Pastaza,114202,17835,13832,4003,-1.066667000000000,-78.00111099999999,12/06/2021
9,sierra,17,Pichincha,3228233,844949,589064,255885,-0.2186110000000000,-78.50972200000000,13/06/2021
8,costa,09,Guayas,4387434,722442,482849,239593,-2.183333000000000,-79.88333299999999,13/06/2021
4,costa,13,Manabí,1562079,318516,238060,80456,-1.056181000000000,-80.45521700000000,13/06/2021
6,sierra,01,Azuay,881394,250764,171740,79024,-2.897414000000000,-79.00448100000000,13/06/2021
7,sierra,11,Loja,521154,171485,115249,56236,-3.983333000000000,-79.20000000000000,13/06/2021
7,costa,07,El Oro,715751,143915,105124,38791,-3.266667000000000,-79.96666700000000,13/06/2021
5,costa,12,Los Ríos,921763,133009,95156,37853,-1.800000000000000,-79.53333300000000,13/06/2021
3,sierra,18,Tungurahua,590600,128630,89863,38767,-1.241667000000000,-78.61972200000000,13/06/2021
3,sierra,06,Chimborazo,524004,129452,89366,40086,-1.674347000000000,-78.64829400000001,13/06/2021
1,sierra,10,Imbabura,476257,122083,88630,33453,0.3626780000000000,-78.13066700000000,13/06/2021
1,costa,08,Esmeraldas,591083,92207,70162,22045,1.050000000000000,-79.20000000000000,13/06/2021
3,sierra,05,Cotopaxi,488716,101272,69230,32042,-0.9333330000000000,-78.61666700000001,13/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,76149,54700,21449,-0.2541670000000000,-79.17194400000000,13/06/2021
6,sierra,03,Cañar,281396,55470,38907,16563,-2.733333000000000,-78.83333300000000,13/06/2021
3,sierra,02,Bolívar,209933,57771,38025,19746,-1.605556000000000,-79.00305600000000,13/06/2021
5,costa,24,Santa Elena,401178,56128,37257,18871,-2.226700000000000,-80.85830000000000,13/06/2021
1,sierra,04,Carchi,186869,52961,36573,16388,0.8121800000000000,-77.71633000000000,13/06/2021
5,insular,20,Galápagos,33042,49224,28808,20416,-0.8000000000000000,-89.40000000000001,13/06/2021
2,amazonia,21,Sucumbíos,230503,37241,26626,10615,0.08472200000000001,-76.88277800000000,13/06/2021
6,amazonia,14,Morona Santiago,196535,34215,24011,10204,-2.300000000000000,-78.11666700000001,13/06/2021
2,amazonia,15,Napo,133705,32749,23463,9286,-0.9890000000000000,-77.81590000000000,13/06/2021
2,amazonia,22,Orellana,161338,25096,18315,6781,-0.4666670000000000,-76.96666700000000,13/06/2021
7,amazonia,19,Zamora Chinchipe,120416,24606,17456,7150,-4.120000000000000,-78.80000000000000,13/06/2021
2,amazonia,16,Pastaza,114202,17891,13879,4012,-1.066667000000000,-78.00111099999999,13/06/2021
9,sierra,17,Pichincha,3228233,855738,596187,259551,-0.2186110000000000,-78.50972200000000,14/06/2021
8,costa,09,Guayas,4387434,735786,490778,245008,-2.183333000000000,-79.88333299999999,14/06/2021
4,costa,13,Manabí,1562079,321763,241295,80468,-1.056181000000000,-80.45521700000000,14/06/2021
6,sierra,01,Azuay,881394,255333,175989,79344,-2.897414000000000,-79.00448100000000,14/06/2021
7,sierra,11,Loja,521154,172951,116010,56941,-3.983333000000000,-79.20000000000000,14/06/2021
7,costa,07,El Oro,715751,145966,106853,39113,-3.266667000000000,-79.96666700000000,14/06/2021
5,costa,12,Los Ríos,921763,136334,97039,39295,-1.800000000000000,-79.53333300000000,14/06/2021
3,sierra,18,Tungurahua,590600,130839,91639,39200,-1.241667000000000,-78.61972200000000,14/06/2021
1,sierra,10,Imbabura,476257,124586,90906,33680,0.3626780000000000,-78.13066700000000,14/06/2021
3,sierra,06,Chimborazo,524004,131789,90595,41194,-1.674347000000000,-78.64829400000001,14/06/2021
1,costa,08,Esmeraldas,591083,94016,71574,22442,1.050000000000000,-79.20000000000000,14/06/2021
3,sierra,05,Cotopaxi,488716,103237,70527,32710,-0.9333330000000000,-78.61666700000001,14/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,76490,55035,21455,-0.2541670000000000,-79.17194400000000,14/06/2021
6,sierra,03,Cañar,281396,55981,39401,16580,-2.733333000000000,-78.83333300000000,14/06/2021
5,costa,24,Santa Elena,401178,57772,38448,19324,-2.226700000000000,-80.85830000000000,14/06/2021
3,sierra,02,Bolívar,209933,58196,38318,19878,-1.605556000000000,-79.00305600000000,14/06/2021
1,sierra,04,Carchi,186869,53751,36865,16886,0.8121800000000000,-77.71633000000000,14/06/2021
5,insular,20,Galápagos,33042,49224,28808,20416,-0.8000000000000000,-89.40000000000001,14/06/2021
2,amazonia,21,Sucumbíos,230503,37873,27143,10730,0.08472200000000001,-76.88277800000000,14/06/2021
6,amazonia,14,Morona Santiago,196535,34649,24368,10281,-2.300000000000000,-78.11666700000001,14/06/2021
2,amazonia,15,Napo,133705,32942,23589,9353,-0.9890000000000000,-77.81590000000000,14/06/2021
2,amazonia,22,Orellana,161338,25472,18653,6819,-0.4666670000000000,-76.96666700000000,14/06/2021
7,amazonia,19,Zamora Chinchipe,120416,24937,17555,7382,-4.120000000000000,-78.80000000000000,14/06/2021
2,amazonia,16,Pastaza,114202,18606,14058,4548,-1.066667000000000,-78.00111099999999,14/06/2021
9,sierra,17,Pichincha,3228233,868724,604457,264267,-0.2186110000000000,-78.50972200000000,15/06/2021
8,costa,09,Guayas,4387434,752879,502997,249882,-2.183333000000000,-79.88333299999999,15/06/2021
4,costa,13,Manabí,1562079,325610,244780,80830,-1.056181000000000,-80.45521700000000,15/06/2021
6,sierra,01,Azuay,881394,262532,180826,81706,-2.897414000000000,-79.00448100000000,15/06/2021
7,sierra,11,Loja,521154,174712,117373,57339,-3.983333000000000,-79.20000000000000,15/06/2021
7,costa,07,El Oro,715751,147501,107793,39708,-3.266667000000000,-79.96666700000000,15/06/2021
5,costa,12,Los Ríos,921763,140368,100043,40325,-1.800000000000000,-79.53333300000000,15/06/2021
1,sierra,10,Imbabura,476257,127823,93750,34073,0.3626780000000000,-78.13066700000000,15/06/2021
3,sierra,18,Tungurahua,590600,133122,93329,39793,-1.241667000000000,-78.61972200000000,15/06/2021
3,sierra,06,Chimborazo,524004,134009,92057,41952,-1.674347000000000,-78.64829400000001,15/06/2021
1,costa,08,Esmeraldas,591083,96480,73424,23056,1.050000000000000,-79.20000000000000,15/06/2021
3,sierra,05,Cotopaxi,488716,105033,71942,33091,-0.9333330000000000,-78.61666700000001,15/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,77038,55567,21471,-0.2541670000000000,-79.17194400000000,15/06/2021
5,costa,24,Santa Elena,401178,60237,40346,19891,-2.226700000000000,-80.85830000000000,15/06/2021
6,sierra,03,Cañar,281396,57262,40266,16996,-2.733333000000000,-78.83333300000000,15/06/2021
3,sierra,02,Bolívar,209933,58886,38933,19953,-1.605556000000000,-79.00305600000000,15/06/2021
1,sierra,04,Carchi,186869,54513,37403,17110,0.8121800000000000,-77.71633000000000,15/06/2021
5,insular,20,Galápagos,33042,49225,28809,20416,-0.8000000000000000,-89.40000000000001,15/06/2021
2,amazonia,21,Sucumbíos,230503,39073,28288,10785,0.08472200000000001,-76.88277800000000,15/06/2021
6,amazonia,14,Morona Santiago,196535,35015,24658,10357,-2.300000000000000,-78.11666700000001,15/06/2021
2,amazonia,15,Napo,133705,33205,23820,9385,-0.9890000000000000,-77.81590000000000,15/06/2021
2,amazonia,22,Orellana,161338,25731,18886,6845,-0.4666670000000000,-76.96666700000000,15/06/2021
7,amazonia,19,Zamora Chinchipe,120416,25319,17804,7515,-4.120000000000000,-78.80000000000000,15/06/2021
2,amazonia,16,Pastaza,114202,18801,14219,4582,-1.066667000000000,-78.00111099999999,15/06/2021
9,sierra,17,Pichincha,3228233,894588,615191,279397,-0.2186110000000000,-78.50972200000000,16/06/2021
8,costa,09,Guayas,4387434,772353,518242,254111,-2.183333000000000,-79.88333299999999,16/06/2021
4,costa,13,Manabí,1562079,329313,248251,81062,-1.056181000000000,-80.45521700000000,16/06/2021
6,sierra,01,Azuay,881394,270599,184514,86085,-2.897414000000000,-79.00448100000000,16/06/2021
7,sierra,11,Loja,521154,177152,119439,57713,-3.983333000000000,-79.20000000000000,16/06/2021
7,costa,07,El Oro,715751,151599,109617,41982,-3.266667000000000,-79.96666700000000,16/06/2021
5,costa,12,Los Ríos,921763,144678,103756,40922,-1.800000000000000,-79.53333300000000,16/06/2021
1,sierra,10,Imbabura,476257,130588,96421,34167,0.3626780000000000,-78.13066700000000,16/06/2021
3,sierra,18,Tungurahua,590600,135597,95487,40110,-1.241667000000000,-78.61972200000000,16/06/2021
3,sierra,06,Chimborazo,524004,136471,94123,42348,-1.674347000000000,-78.64829400000001,16/06/2021
1,costa,08,Esmeraldas,591083,99193,75871,23322,1.050000000000000,-79.20000000000000,16/06/2021
3,sierra,05,Cotopaxi,488716,107762,73559,34203,-0.9333330000000000,-78.61666700000001,16/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,77810,56329,21481,-0.2541670000000000,-79.17194400000000,16/06/2021
5,costa,24,Santa Elena,401178,62573,42505,20068,-2.226700000000000,-80.85830000000000,16/06/2021
6,sierra,03,Cañar,281396,59809,41079,18730,-2.733333000000000,-78.83333300000000,16/06/2021
3,sierra,02,Bolívar,209933,60268,40055,20213,-1.605556000000000,-79.00305600000000,16/06/2021
1,sierra,04,Carchi,186869,55301,38013,17288,0.8121800000000000,-77.71633000000000,16/06/2021
2,amazonia,21,Sucumbíos,230503,40794,29942,10852,0.08472200000000001,-76.88277800000000,16/06/2021
5,insular,20,Galápagos,33042,49225,28809,20416,-0.8000000000000000,-89.40000000000001,16/06/2021
6,amazonia,14,Morona Santiago,196535,37234,25281,11953,-2.300000000000000,-78.11666700000001,16/06/2021
2,amazonia,15,Napo,133705,33469,24054,9415,-0.9890000000000000,-77.81590000000000,16/06/2021
2,amazonia,22,Orellana,161338,26029,19165,6864,-0.4666670000000000,-76.96666700000000,16/06/2021
7,amazonia,19,Zamora Chinchipe,120416,25763,18047,7716,-4.120000000000000,-78.80000000000000,16/06/2021
2,amazonia,16,Pastaza,114202,19002,14419,4583,-1.066667000000000,-78.00111099999999,16/06/2021
9,sierra,17,Pichincha,3228233,915970,625731,290239,-0.2186110000000000,-78.50972200000000,17/06/2021
8,costa,09,Guayas,4387434,793708,533221,260487,-2.183333000000000,-79.88333299999999,17/06/2021
4,costa,13,Manabí,1562079,337170,251463,85707,-1.056181000000000,-80.45521700000000,17/06/2021
6,sierra,01,Azuay,881394,277947,188077,89870,-2.897414000000000,-79.00448100000000,17/06/2021
7,sierra,11,Loja,521154,179757,121121,58636,-3.983333000000000,-79.20000000000000,17/06/2021
7,costa,07,El Oro,715751,155562,112053,43509,-3.266667000000000,-79.96666700000000,17/06/2021
5,costa,12,Los Ríos,921763,150350,107732,42618,-1.800000000000000,-79.53333300000000,17/06/2021
1,sierra,10,Imbabura,476257,133511,98494,35017,0.3626780000000000,-78.13066700000000,17/06/2021
3,sierra,18,Tungurahua,590600,140224,97662,42562,-1.241667000000000,-78.61972200000000,17/06/2021
3,sierra,06,Chimborazo,524004,138683,95652,43031,-1.674347000000000,-78.64829400000001,17/06/2021
1,costa,08,Esmeraldas,591083,102273,78497,23776,1.050000000000000,-79.20000000000000,17/06/2021
3,sierra,05,Cotopaxi,488716,111839,75065,36774,-0.9333330000000000,-78.61666700000001,17/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,81156,56830,24326,-0.2541670000000000,-79.17194400000000,17/06/2021
5,costa,24,Santa Elena,401178,65153,44477,20676,-2.226700000000000,-80.85830000000000,17/06/2021
6,sierra,03,Cañar,281396,62144,41871,20273,-2.733333000000000,-78.83333300000000,17/06/2021
3,sierra,02,Bolívar,209933,63362,41532,21830,-1.605556000000000,-79.00305600000000,17/06/2021
1,sierra,04,Carchi,186869,56442,38726,17716,0.8121800000000000,-77.71633000000000,17/06/2021
2,amazonia,21,Sucumbíos,230503,42339,31447,10892,0.08472200000000001,-76.88277800000000,17/06/2021
5,insular,20,Galápagos,33042,49601,28854,20747,-0.8000000000000000,-89.40000000000001,17/06/2021
6,amazonia,14,Morona Santiago,196535,37993,25736,12257,-2.300000000000000,-78.11666700000001,17/06/2021
2,amazonia,15,Napo,133705,34341,24904,9437,-0.9890000000000000,-77.81590000000000,17/06/2021
2,amazonia,22,Orellana,161338,26341,19460,6881,-0.4666670000000000,-76.96666700000000,17/06/2021
7,amazonia,19,Zamora Chinchipe,120416,26161,18414,7747,-4.120000000000000,-78.80000000000000,17/06/2021
2,amazonia,16,Pastaza,114202,19656,14675,4981,-1.066667000000000,-78.00111099999999,17/06/2021
9,sierra,17,Pichincha,3228233,933158,638030,295128,-0.2186110000000000,-78.50972200000000,18/06/2021
8,costa,09,Guayas,4387434,813350,548150,265200,-2.183333000000000,-79.88333299999999,18/06/2021
4,costa,13,Manabí,1562079,342927,254817,88110,-1.056181000000000,-80.45521700000000,18/06/2021
6,sierra,01,Azuay,881394,285510,191570,93940,-2.897414000000000,-79.00448100000000,18/06/2021
7,sierra,11,Loja,521154,183562,122778,60784,-3.983333000000000,-79.20000000000000,18/06/2021
7,costa,07,El Oro,715751,158830,114876,43954,-3.266667000000000,-79.96666700000000,18/06/2021
5,costa,12,Los Ríos,921763,156190,112141,44049,-1.800000000000000,-79.53333300000000,18/06/2021
1,sierra,10,Imbabura,476257,136664,100925,35739,0.3626780000000000,-78.13066700000000,18/06/2021
3,sierra,18,Tungurahua,590600,143266,100111,43155,-1.241667000000000,-78.61972200000000,18/06/2021
3,sierra,06,Chimborazo,524004,141326,97513,43813,-1.674347000000000,-78.64829400000001,18/06/2021
1,costa,08,Esmeraldas,591083,104595,79999,24596,1.050000000000000,-79.20000000000000,18/06/2021
3,sierra,05,Cotopaxi,488716,114797,76533,38264,-0.9333330000000000,-78.61666700000001,18/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,83532,57668,25864,-0.2541670000000000,-79.17194400000000,18/06/2021
5,costa,24,Santa Elena,401178,67632,46295,21337,-2.226700000000000,-80.85830000000000,18/06/2021
3,sierra,02,Bolívar,209933,65765,43377,22388,-1.605556000000000,-79.00305600000000,18/06/2021
6,sierra,03,Cañar,281396,63073,42459,20614,-2.733333000000000,-78.83333300000000,18/06/2021
1,sierra,04,Carchi,186869,57575,39660,17915,0.8121800000000000,-77.71633000000000,18/06/2021
2,amazonia,21,Sucumbíos,230503,44430,33383,11047,0.08472200000000001,-76.88277800000000,18/06/2021
5,insular,20,Galápagos,33042,49813,28946,20867,-0.8000000000000000,-89.40000000000001,18/06/2021
2,amazonia,15,Napo,133705,35681,26213,9468,-0.9890000000000000,-77.81590000000000,18/06/2021
6,amazonia,14,Morona Santiago,196535,38821,25996,12825,-2.300000000000000,-78.11666700000001,18/06/2021
2,amazonia,22,Orellana,161338,26691,19791,6900,-0.4666670000000000,-76.96666700000000,18/06/2021
7,amazonia,19,Zamora Chinchipe,120416,26720,18629,8091,-4.120000000000000,-78.80000000000000,18/06/2021
2,amazonia,16,Pastaza,114202,20029,14966,5063,-1.066667000000000,-78.00111099999999,18/06/2021
9,sierra,17,Pichincha,3228233,949422,650852,298570,-0.2186110000000000,-78.50972200000000,19/06/2021
8,costa,09,Guayas,4387434,824065,557448,266617,-2.183333000000000,-79.88333299999999,19/06/2021
4,costa,13,Manabí,1562079,347167,257686,89481,-1.056181000000000,-80.45521700000000,19/06/2021
6,sierra,01,Azuay,881394,287663,192901,94762,-2.897414000000000,-79.00448100000000,19/06/2021
7,sierra,11,Loja,521154,185496,124197,61299,-3.983333000000000,-79.20000000000000,19/06/2021
7,costa,07,El Oro,715751,160620,116472,44148,-3.266667000000000,-79.96666700000000,19/06/2021
5,costa,12,Los Ríos,921763,159594,114990,44604,-1.800000000000000,-79.53333300000000,19/06/2021
1,sierra,10,Imbabura,476257,138596,102082,36514,0.3626780000000000,-78.13066700000000,19/06/2021
3,sierra,18,Tungurahua,590600,144280,101075,43205,-1.241667000000000,-78.61972200000000,19/06/2021
3,sierra,06,Chimborazo,524004,141930,98044,43886,-1.674347000000000,-78.64829400000001,19/06/2021
1,costa,08,Esmeraldas,591083,106310,80829,25481,1.050000000000000,-79.20000000000000,19/06/2021
3,sierra,05,Cotopaxi,488716,115362,77029,38333,-0.9333330000000000,-78.61666700000001,19/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,83979,58107,25872,-0.2541670000000000,-79.17194400000000,19/06/2021
5,costa,24,Santa Elena,401178,69153,47613,21540,-2.226700000000000,-80.85830000000000,19/06/2021
3,sierra,02,Bolívar,209933,66779,44125,22654,-1.605556000000000,-79.00305600000000,19/06/2021
6,sierra,03,Cañar,281396,63250,42605,20645,-2.733333000000000,-78.83333300000000,19/06/2021
1,sierra,04,Carchi,186869,57937,40021,17916,0.8121800000000000,-77.71633000000000,19/06/2021
2,amazonia,21,Sucumbíos,230503,45936,34837,11099,0.08472200000000001,-76.88277800000000,19/06/2021
5,insular,20,Galápagos,33042,49813,28946,20867,-0.8000000000000000,-89.40000000000001,19/06/2021
2,amazonia,15,Napo,133705,37407,27938,9469,-0.9890000000000000,-77.81590000000000,19/06/2021
6,amazonia,14,Morona Santiago,196535,39216,26042,13174,-2.300000000000000,-78.11666700000001,19/06/2021
2,amazonia,22,Orellana,161338,27080,20166,6914,-0.4666670000000000,-76.96666700000000,19/06/2021
7,amazonia,19,Zamora Chinchipe,120416,27157,18941,8216,-4.120000000000000,-78.80000000000000,19/06/2021
2,amazonia,16,Pastaza,114202,20121,15058,5063,-1.066667000000000,-78.00111099999999,19/06/2021
9,sierra,17,Pichincha,3228233,953096,653435,299661,-0.2186110000000000,-78.50972200000000,20/06/2021
8,costa,09,Guayas,4387434,827278,560142,267136,-2.183333000000000,-79.88333299999999,20/06/2021
4,costa,13,Manabí,1562079,348484,259002,89482,-1.056181000000000,-80.45521700000000,20/06/2021
6,sierra,01,Azuay,881394,289037,193337,95700,-2.897414000000000,-79.00448100000000,20/06/2021
7,sierra,11,Loja,521154,186918,125273,61645,-3.983333000000000,-79.20000000000000,20/06/2021
7,costa,07,El Oro,715751,161756,117516,44240,-3.266667000000000,-79.96666700000000,20/06/2021
5,costa,12,Los Ríos,921763,160433,115707,44726,-1.800000000000000,-79.53333300000000,20/06/2021
1,sierra,10,Imbabura,476257,139055,102427,36628,0.3626780000000000,-78.13066700000000,20/06/2021
3,sierra,18,Tungurahua,590600,144590,101304,43286,-1.241667000000000,-78.61972200000000,20/06/2021
3,sierra,06,Chimborazo,524004,142474,98565,43909,-1.674347000000000,-78.64829400000001,20/06/2021
1,costa,08,Esmeraldas,591083,106642,81126,25516,1.050000000000000,-79.20000000000000,20/06/2021
3,sierra,05,Cotopaxi,488716,115496,77137,38359,-0.9333330000000000,-78.61666700000001,20/06/2021
4,costa,23,Sto. Domingo Tsáchilas,511151,84069,58197,25872,-0.2541670000000000,-79.17194400000000,20/06/2021
5,costa,24,Santa Elena,401178,69617,47999,21618,-2.226700000000000,-80.85830000000000,20/06/2021
3,sierra,02,Bolívar,209933,67091,44345,22746,-1.605556000000000,-79.00305600000000,20/06/2021
