provincia,poblacion,total,acumuladas,lat,lng,created_at
Carchi,186869,5,460,0.8121800000000000,-77.71633000000000,25/07/2020
Cañar,281396,5,790,-2.733333000000000,-78.83333300000000,25/07/2020
Chimborazo,524004,12,1985,-1.674347000000000,-78.64829400000001,25/07/2020
Cotopaxi,488716,14,1398,-0.9333330000000000,-78.61666700000001,25/07/2020
El Oro,715751,13,3121,-3.266667000000000,-79.96666700000000,25/07/2020
Esmeraldas,591083,13,1467,1.050000000000000,-79.20000000000000,25/07/2020
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,25/07/2020
Guayas,4387434,83,27867,-2.183333000000000,-79.88333299999999,25/07/2020
Imbabura,476257,12,1339,0.3626780000000000,-78.13066700000000,25/07/2020
Loja,521154,13,1510,-3.983333000000000,-79.20000000000000,25/07/2020
Los Ríos,921763,22,3306,-1.800000000000000,-79.53333300000000,25/07/2020
Manabí,1562079,32,6496,-1.056181000000000,-80.45521700000000,25/07/2020
Morona Santiago,196535,2,363,-2.300000000000000,-78.11666700000001,25/07/2020
Napo,133705,1,329,-0.9890000000000000,-77.81590000000000,25/07/2020
Orellana,161338,2,332,-0.4666670000000000,-76.96666700000000,25/07/2020
Pastaza,114202,2,241,-1.066667000000000,-78.00111099999999,25/07/2020
Pichincha,3228233,95,10531,-0.2186110000000000,-78.50972200000000,25/07/2020
Santa Elena,401178,2,2215,-2.226700000000000,-80.85830000000000,25/07/2020
Sto. Domingo Tsáchilas,511151,11,1905,-0.2541670000000000,-79.17194400000000,25/07/2020
Sucumbíos,230503,9,538,0.08472200000000002,-76.88277800000000,25/07/2020
Tungurahua,590600,26,2434,-1.241667000000000,-78.61972200000000,25/07/2020
Zamora Chinchipe,120416,3,216,-4.120000000000000,-78.80000000000000,25/07/2020
Azuay,881394,20,2560,-2.897414000000000,-79.00448100000000,26/07/2020
Bolívar,209933,7,642,-1.605556000000000,-79.00305600000000,26/07/2020
Carchi,186869,3,463,0.8121800000000000,-77.71633000000000,26/07/2020
Cañar,281396,3,793,-2.733333000000000,-78.83333300000000,26/07/2020
Chimborazo,524004,17,2002,-1.674347000000000,-78.64829400000001,26/07/2020
Cotopaxi,488716,7,1405,-0.9333330000000000,-78.61666700000001,26/07/2020
El Oro,715751,12,3133,-3.266667000000000,-79.96666700000000,26/07/2020
Esmeraldas,591083,5,1472,1.050000000000000,-79.20000000000000,26/07/2020
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,26/07/2020
Guayas,4387434,49,27916,-2.183333000000000,-79.88333299999999,26/07/2020
Imbabura,476257,15,1354,0.3626780000000000,-78.13066700000000,26/07/2020
Loja,521154,14,1524,-3.983333000000000,-79.20000000000000,26/07/2020
Los Ríos,921763,11,3317,-1.800000000000000,-79.53333300000000,26/07/2020
Manabí,1562079,25,6521,-1.056181000000000,-80.45521700000000,26/07/2020
Morona Santiago,196535,3,366,-2.300000000000000,-78.11666700000001,26/07/2020
Napo,133705,2,331,-0.9890000000000000,-77.81590000000000,26/07/2020
Orellana,161338,2,334,-0.4666670000000000,-76.96666700000000,26/07/2020
Pastaza,114202,2,243,-1.066667000000000,-78.00111099999999,26/07/2020
Pichincha,3228233,97,10628,-0.2186110000000000,-78.50972200000000,26/07/2020
Santa Elena,401178,12,2227,-2.226700000000000,-80.85830000000000,26/07/2020
Sto. Domingo Tsáchilas,511151,18,1923,-0.2541670000000000,-79.17194400000000,26/07/2020
Sucumbíos,230503,8,546,0.08472200000000002,-76.88277800000000,26/07/2020
Tungurahua,590600,18,2452,-1.241667000000000,-78.61972200000000,26/07/2020
Zamora Chinchipe,120416,1,217,-4.120000000000000,-78.80000000000000,26/07/2020
Azuay,881394,10,2570,-2.897414000000000,-79.00448100000000,27/07/2020
Bolívar,209933,3,645,-1.605556000000000,-79.00305600000000,27/07/2020
Carchi,186869,6,469,0.8121800000000000,-77.71633000000000,27/07/2020
Cañar,281396,7,800,-2.733333000000000,-78.83333300000000,27/07/2020
Chimborazo,524004,13,2015,-1.674347000000000,-78.64829400000001,27/07/2020
Cotopaxi,488716,11,1416,-0.9333330000000000,-78.61666700000001,27/07/2020
El Oro,715751,19,3152,-3.266667000000000,-79.96666700000000,27/07/2020
Esmeraldas,591083,4,1476,1.050000000000000,-79.20000000000000,27/07/2020
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,27/07/2020
Guayas,4387434,76,27992,-2.183333000000000,-79.88333299999999,27/07/2020
Imbabura,476257,14,1368,0.3626780000000000,-78.13066700000000,27/07/2020
Loja,521154,15,1539,-3.983333000000000,-79.20000000000000,27/07/2020
Los Ríos,921763,13,3330,-1.800000000000000,-79.53333300000000,27/07/2020
Manabí,1562079,29,6550,-1.056181000000000,-80.45521700000000,27/07/2020
Morona Santiago,196535,1,367,-2.300000000000000,-78.11666700000001,27/07/2020
Napo,133705,3,334,-0.9890000000000000,-77.81590000000000,27/07/2020
Orellana,161338,4,338,-0.4666670000000000,-76.96666700000000,27/07/2020
Pastaza,114202,1,244,-1.066667000000000,-78.00111099999999,27/07/2020
Pichincha,3228233,106,10734,-0.2186110000000000,-78.50972200000000,27/07/2020
Santa Elena,401178,3,2230,-2.226700000000000,-80.85830000000000,27/07/2020
Sto. Domingo Tsáchilas,511151,12,1935,-0.2541670000000000,-79.17194400000000,27/07/2020
Sucumbíos,230503,5,551,0.08472200000000002,-76.88277800000000,27/07/2020
Tungurahua,590600,16,2468,-1.241667000000000,-78.61972200000000,27/07/2020
Zamora Chinchipe,120416,1,218,-4.120000000000000,-78.80000000000000,27/07/2020
Azuay,881394,18,2588,-2.897414000000000,-79.00448100000000,28/07/2020
Bolívar,209933,3,648,-1.605556000000000,-79.00305600000000,28/07/2020
Carchi,186869,3,472,0.8121800000000000,-77.71633000000000,28/07/2020
Cañar,281396,5,805,-2.733333000000000,-78.83333300000000,28/07/2020
Chimborazo,524004,13,2028,-1.674347000000000,-78.64829400000001,28/07/2020
Cotopaxi,488716,13,1429,-0.9333330000000000,-78.61666700000001,28/07/2020
El Oro,715751,12,3164,-3.266667000000000,-79.96666700000000,28/07/2020
Esmeraldas,591083,6,1482,1.050000000000000,-79.20000000000000,28/07/2020
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,28/07/2020
Guayas,4387434,59,28051,-2.183333000000000,-79.88333299999999,28/07/2020
Imbabura,476257,19,1387,0.3626780000000000,-78.13066700000000,28/07/2020
Loja,521154,17,1556,-3.983333000000000,-79.20000000000000,28/07/2020
Los Ríos,921763,15,3345,-1.800000000000000,-79.53333300000000,28/07/2020
Manabí,1562079,18,6568,-1.056181000000000,-80.45521700000000,28/07/2020
Morona Santiago,196535,3,370,-2.300000000000000,-78.11666700000001,28/07/2020
Napo,133705,1,335,-0.9890000000000000,-77.81590000000000,28/07/2020
Orellana,161338,4,342,-0.4666670000000000,-76.96666700000000,28/07/2020
Pastaza,114202,4,248,-1.066667000000000,-78.00111099999999,28/07/2020
Pichincha,3228233,95,10829,-0.2186110000000000,-78.50972200000000,28/07/2020
Santa Elena,401178,1,2231,-2.226700000000000,-80.85830000000000,28/07/2020
Sto. Domingo Tsáchilas,511151,13,1948,-0.2541670000000000,-79.17194400000000,28/07/2020
Sucumbíos,230503,7,558,0.08472200000000002,-76.88277800000000,28/07/2020
Tungurahua,590600,15,2483,-1.241667000000000,-78.61972200000000,28/07/2020
Zamora Chinchipe,120416,2,220,-4.120000000000000,-78.80000000000000,28/07/2020
Azuay,881394,18,2606,-2.897414000000000,-79.00448100000000,29/07/2020
Bolívar,209933,4,652,-1.605556000000000,-79.00305600000000,29/07/2020
Carchi,186869,2,474,0.8121800000000000,-77.71633000000000,29/07/2020
Cañar,281396,4,809,-2.733333000000000,-78.83333300000000,29/07/2020
Chimborazo,524004,15,2043,-1.674347000000000,-78.64829400000001,29/07/2020
Cotopaxi,488716,4,1433,-0.9333330000000000,-78.61666700000001,29/07/2020
El Oro,715751,15,3179,-3.266667000000000,-79.96666700000000,29/07/2020
Esmeraldas,591083,7,1489,1.050000000000000,-79.20000000000000,29/07/2020
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,29/07/2020
Guayas,4387434,73,28124,-2.183333000000000,-79.88333299999999,29/07/2020
Imbabura,476257,11,1398,0.3626780000000000,-78.13066700000000,29/07/2020
Loja,521154,13,1569,-3.983333000000000,-79.20000000000000,29/07/2020
Los Ríos,921763,14,3359,-1.800000000000000,-79.53333300000000,29/07/2020
Manabí,1562079,42,6610,-1.056181000000000,-80.45521700000000,29/07/2020
Morona Santiago,196535,3,373,-2.300000000000000,-78.11666700000001,29/07/2020
Napo,133705,0,335,-0.9890000000000000,-77.81590000000000,29/07/2020
Orellana,161338,2,344,-0.4666670000000000,-76.96666700000000,29/07/2020
Pastaza,114202,2,250,-1.066667000000000,-78.00111099999999,29/07/2020
Pichincha,3228233,87,10916,-0.2186110000000000,-78.50972200000000,29/07/2020
Santa Elena,401178,4,2235,-2.226700000000000,-80.85830000000000,29/07/2020
Sto. Domingo Tsáchilas,511151,9,1957,-0.2541670000000000,-79.17194400000000,29/07/2020
Sucumbíos,230503,8,566,0.08472200000000002,-76.88277800000000,29/07/2020
Tungurahua,590600,24,2507,-1.241667000000000,-78.61972200000000,29/07/2020
Zamora Chinchipe,120416,1,221,-4.120000000000000,-78.80000000000000,29/07/2020
Azuay,881394,19,2625,-2.897414000000000,-79.00448100000000,30/07/2020
Bolívar,209933,5,657,-1.605556000000000,-79.00305600000000,30/07/2020
Carchi,186869,1,475,0.8121800000000000,-77.71633000000000,30/07/2020
Cañar,281396,6,815,-2.733333000000000,-78.83333300000000,30/07/2020
Chimborazo,524004,16,2059,-1.674347000000000,-78.64829400000001,30/07/2020
Cotopaxi,488716,11,1444,-0.9333330000000000,-78.61666700000001,30/07/2020
El Oro,715751,13,3192,-3.266667000000000,-79.96666700000000,30/07/2020
Esmeraldas,591083,6,1495,1.050000000000000,-79.20000000000000,30/07/2020
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,30/07/2020
Guayas,4387434,73,28197,-2.183333000000000,-79.88333299999999,30/07/2020
Imbabura,476257,9,1407,0.3626780000000000,-78.13066700000000,30/07/2020
Loja,521154,11,1580,-3.983333000000000,-79.20000000000000,30/07/2020
Los Ríos,921763,12,3371,-1.800000000000000,-79.53333300000000,30/07/2020
Manabí,1562079,14,6624,-1.056181000000000,-80.45521700000000,30/07/2020
Morona Santiago,196535,3,376,-2.300000000000000,-78.11666700000001,30/07/2020
Napo,133705,1,336,-0.9890000000000000,-77.81590000000000,30/07/2020
Orellana,161338,2,346,-0.4666670000000000,-76.96666700000000,30/07/2020
Pastaza,114202,1,251,-1.066667000000000,-78.00111099999999,30/07/2020
Pichincha,3228233,94,11010,-0.2186110000000000,-78.50972200000000,30/07/2020
Santa Elena,401178,4,2239,-2.226700000000000,-80.85830000000000,30/07/2020
Sto. Domingo Tsáchilas,511151,12,1969,-0.2541670000000000,-79.17194400000000,30/07/2020
Sucumbíos,230503,7,573,0.08472200000000002,-76.88277800000000,30/07/2020
Tungurahua,590600,15,2522,-1.241667000000000,-78.61972200000000,30/07/2020
Zamora Chinchipe,120416,1,222,-4.120000000000000,-78.80000000000000,30/07/2020
Azuay,881394,26,2651,-2.897414000000000,-79.00448100000000,31/07/2020
Bolívar,209933,3,660,-1.605556000000000,-79.00305600000000,31/07/2020
Carchi,186869,5,480,0.8121800000000000,-77.71633000000000,31/07/2020
Cañar,281396,4,819,-2.733333000000000,-78.83333300000000,31/07/2020
Chimborazo,524004,16,2075,-1.674347000000000,-78.64829400000001,31/07/2020
Cotopaxi,488716,7,1451,-0.9333330000000000,-78.61666700000001,31/07/2020
El Oro,715751,13,3205,-3.266667000000000,-79.96666700000000,31/07/2020
Esmeraldas,591083,6,1501,1.050000000000000,-79.20000000000000,31/07/2020
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,31/07/2020
Guayas,4387434,63,28260,-2.183333000000000,-79.88333299999999,31/07/2020
Imbabura,476257,14,1421,0.3626780000000000,-78.13066700000000,31/07/2020
Loja,521154,18,1598,-3.983333000000000,-79.20000000000000,31/07/2020
Los Ríos,921763,16,3387,-1.800000000000000,-79.53333300000000,31/07/2020
Manabí,1562079,27,6651,-1.056181000000000,-80.45521700000000,31/07/2020
Morona Santiago,196535,1,377,-2.300000000000000,-78.11666700000001,31/07/2020
Napo,133705,2,338,-0.9890000000000000,-77.81590000000000,31/07/2020
Orellana,161338,4,350,-0.4666670000000000,-76.96666700000000,31/07/2020
Pastaza,114202,4,255,-1.066667000000000,-78.00111099999999,31/07/2020
Pichincha,3228233,104,11114,-0.2186110000000000,-78.50972200000000,31/07/2020
Santa Elena,401178,3,2242,-2.226700000000000,-80.85830000000000,31/07/2020
Sto. Domingo Tsáchilas,511151,10,1979,-0.2541670000000000,-79.17194400000000,31/07/2020
Sucumbíos,230503,6,579,0.08472200000000002,-76.88277800000000,31/07/2020
Tungurahua,590600,23,2545,-1.241667000000000,-78.61972200000000,31/07/2020
Zamora Chinchipe,120416,0,222,-4.120000000000000,-78.80000000000000,31/07/2020
Azuay,881394,17,2668,-2.897414000000000,-79.00448100000000,01/08/2020
Bolívar,209933,2,662,-1.605556000000000,-79.00305600000000,01/08/2020
Carchi,186869,5,485,0.8121800000000000,-77.71633000000000,01/08/2020
Cañar,281396,6,825,-2.733333000000000,-78.83333300000000,01/08/2020
Chimborazo,524004,19,2094,-1.674347000000000,-78.64829400000001,01/08/2020
Cotopaxi,488716,9,1460,-0.9333330000000000,-78.61666700000001,01/08/2020
El Oro,715751,19,3224,-3.266667000000000,-79.96666700000000,01/08/2020
Esmeraldas,591083,9,1510,1.050000000000000,-79.20000000000000,01/08/2020
Galápagos,33042,0,25,-0.7999999999999999,-89.40000000000001,01/08/2020
Guayas,4387434,80,28340,-2.183333000000000,-79.88333299999999,01/08/2020
Imbabura,476257,9,1430,0.3626780000000000,-78.13066700000000,01/08/2020
Loja,521154,15,1613,-3.983333000000000,-79.20000000000000,01/08/2020
Los Ríos,921763,11,3398,-1.800000000000000,-79.53333300000000,01/08/2020
Manabí,1562079,30,6681,-1.056181000000000,-80.45521700000000,01/08/2020
Morona Santiago,196535,3,380,-2.300000000000000,-78.11666700000001,01/08/2020
Napo,133705,2,340,-0.9890000000000000,-77.81590000000000,01/08/2020
Orellana,161338,3,353,-0.4666670000000000,-76.96666700000000,01/08/2020
Pastaza,114202,2,257,-1.066667000000000,-78.00111099999999,01/08/2020
Pichincha,3228233,98,11212,-0.2186110000000000,-78.50972200000000,01/08/2020
Santa Elena,401178,8,2250,-2.226700000000000,-80.85830000000000,01/08/2020
Sto. Domingo Tsáchilas,511151,12,1991,-0.2541670000000000,-79.17194400000000,01/08/2020
Sucumbíos,230503,6,585,0.08472200000000002,-76.88277800000000,01/08/2020
Tungurahua,590600,14,2559,-1.241667000000000,-78.61972200000000,01/08/2020
Zamora Chinchipe,120416,4,226,-4.120000000000000,-78.80000000000000,01/08/2020
Azuay,881394,17,2685,-2.897414000000000,-79.00448100000000,02/08/2020
Bolívar,209933,7,669,-1.605556000000000,-79.00305600000000,02/08/2020
Carchi,186869,4,489,0.8121800000000000,-77.71633000000000,02/08/2020
Cañar,281396,1,826,-2.733333000000000,-78.83333300000000,02/08/2020
Chimborazo,524004,14,2108,-1.674347000000000,-78.64829400000001,02/08/2020
Cotopaxi,488716,9,1469,-0.9333330000000000,-78.61666700000001,02/08/2020
El Oro,715751,11,3235,-3.266667000000000,-79.96666700000000,02/08/2020
Esmeraldas,591083,10,1520,1.050000000000000,-79.20000000000000,02/08/2020
Galápagos,33042,1,26,-0.7999999999999999,-89.40000000000001,02/08/2020
Guayas,4387434,74,28414,-2.183333000000000,-79.88333299999999,02/08/2020
Imbabura,476257,15,1445,0.3626780000000000,-78.13066700000000,02/08/2020
Loja,521154,9,1622,-3.983333000000000,-79.20000000000000,02/08/2020
Los Ríos,921763,16,3414,-1.800000000000000,-79.53333300000000,02/08/2020
Manabí,1562079,32,6713,-1.056181000000000,-80.45521700000000,02/08/2020
Morona Santiago,196535,3,383,-2.300000000000000,-78.11666700000001,02/08/2020
Napo,133705,2,342,-0.9890000000000000,-77.81590000000000,02/08/2020
Orellana,161338,4,357,-0.4666670000000000,-76.96666700000000,02/08/2020
Pastaza,114202,0,257,-1.066667000000000,-78.00111099999999,02/08/2020
Pichincha,3228233,90,11302,-0.2186110000000000,-78.50972200000000,02/08/2020
Santa Elena,401178,2,2252,-2.226700000000000,-80.85830000000000,02/08/2020
Sto. Domingo Tsáchilas,511151,12,2003,-0.2541670000000000,-79.17194400000000,02/08/2020
Sucumbíos,230503,4,589,0.08472200000000002,-76.88277800000000,02/08/2020
Tungurahua,590600,17,2576,-1.241667000000000,-78.61972200000000,02/08/2020
Zamora Chinchipe,120416,1,227,-4.120000000000000,-78.80000000000000,02/08/2020
Azuay,881394,19,2704,-2.897414000000000,-79.00448100000000,03/08/2020
Bolívar,209933,10,679,-1.605556000000000,-79.00305600000000,03/08/2020
Carchi,186869,3,492,0.8121800000000000,-77.71633000000000,03/08/2020
Cañar,281396,6,832,-2.733333000000000,-78.83333300000000,03/08/2020
Chimborazo,524004,14,2122,-1.674347000000000,-78.64829400000001,03/08/2020
Cotopaxi,488716,9,1478,-0.9333330000000000,-78.61666700000001,03/08/2020
El Oro,715751,12,3247,-3.266667000000000,-79.96666700000000,03/08/2020
Esmeraldas,591083,6,1526,1.050000000000000,-79.20000000000000,03/08/2020
Galápagos,33042,0,26,-0.7999999999999999,-89.40000000000001,03/08/2020
Guayas,4387434,82,28496,-2.183333000000000,-79.88333299999999,03/08/2020
Imbabura,476257,15,1460,0.3626780000000000,-78.13066700000000,03/08/2020
Loja,521154,10,1632,-3.983333000000000,-79.20000000000000,03/08/2020
Los Ríos,921763,22,3436,-1.800000000000000,-79.53333300000000,03/08/2020
Manabí,1562079,29,6742,-1.056181000000000,-80.45521700000000,03/08/2020
Morona Santiago,196535,4,387,-2.300000000000000,-78.11666700000001,03/08/2020
Napo,133705,3,345,-0.9890000000000000,-77.81590000000000,03/08/2020
Orellana,161338,2,359,-0.4666670000000000,-76.96666700000000,03/08/2020
Pastaza,114202,2,259,-1.066667000000000,-78.00111099999999,03/08/2020
Pichincha,3228233,98,11400,-0.2186110000000000,-78.50972200000000,03/08/2020
Santa Elena,401178,6,2258,-2.226700000000000,-80.85830000000000,03/08/2020
Sto. Domingo Tsáchilas,511151,13,2016,-0.2541670000000000,-79.17194400000000,03/08/2020
Sucumbíos,230503,3,592,0.08472200000000002,-76.88277800000000,03/08/2020
Tungurahua,590600,11,2587,-1.241667000000000,-78.61972200000000,03/08/2020
Zamora Chinchipe,120416,1,228,-4.120000000000000,-78.80000000000000,03/08/2020
Azuay,881394,19,2723,-2.897414000000000,-79.00448100000000,04/08/2020
Bolívar,209933,3,682,-1.605556000000000,-79.00305600000000,04/08/2020
Carchi,186869,4,496,0.8121800000000000,-77.71633000000000,04/08/2020
Cañar,281396,4,836,-2.733333000000000,-78.83333300000000,04/08/2020
Chimborazo,524004,11,2133,-1.674347000000000,-78.64829400000001,04/08/2020
Cotopaxi,488716,7,1485,-0.9333330000000000,-78.61666700000001,04/08/2020
El Oro,715751,13,3260,-3.266667000000000,-79.96666700000000,04/08/2020
Esmeraldas,591083,6,1532,1.050000000000000,-79.20000000000000,04/08/2020
Galápagos,33042,0,26,-0.7999999999999999,-89.40000000000001,04/08/2020
Guayas,4387434,69,28565,-2.183333000000000,-79.88333299999999,04/08/2020
Imbabura,476257,14,1474,0.3626780000000000,-78.13066700000000,04/08/2020
Loja,521154,18,1650,-3.983333000000000,-79.20000000000000,04/08/2020
Los Ríos,921763,11,3447,-1.800000000000000,-79.53333300000000,04/08/2020
Manabí,1562079,23,6765,-1.056181000000000,-80.45521700000000,04/08/2020
Morona Santiago,196535,4,391,-2.300000000000000,-78.11666700000001,04/08/2020
Napo,133705,2,347,-0.9890000000000000,-77.81590000000000,04/08/2020
Orellana,161338,0,359,-0.4666670000000000,-76.96666700000000,04/08/2020
Pastaza,114202,2,261,-1.066667000000000,-78.00111099999999,04/08/2020
Pichincha,3228233,99,11499,-0.2186110000000000,-78.50972200000000,04/08/2020
Santa Elena,401178,6,2264,-2.226700000000000,-80.85830000000000,04/08/2020
Sto. Domingo Tsáchilas,511151,13,2029,-0.2541670000000000,-79.17194400000000,04/08/2020
Sucumbíos,230503,6,598,0.08472200000000002,-76.88277800000000,04/08/2020
Tungurahua,590600,10,2597,-1.241667000000000,-78.61972200000000,04/08/2020
Zamora Chinchipe,120416,4,232,-4.120000000000000,-78.80000000000000,04/08/2020
Azuay,881394,22,2745,-2.897414000000000,-79.00448100000000,05/08/2020
Bolívar,209933,7,689,-1.605556000000000,-79.00305600000000,05/08/2020
Carchi,186869,5,501,0.8121800000000000,-77.71633000000000,05/08/2020
Cañar,281396,10,846,-2.733333000000000,-78.83333300000000,05/08/2020
Chimborazo,524004,18,2151,-1.674347000000000,-78.64829400000001,05/08/2020
Cotopaxi,488716,7,1492,-0.9333330000000000,-78.61666700000001,05/08/2020
El Oro,715751,16,3276,-3.266667000000000,-79.96666700000000,05/08/2020
Esmeraldas,591083,5,1537,1.050000000000000,-79.20000000000000,05/08/2020
Galápagos,33042,1,27,-0.7999999999999999,-89.40000000000001,05/08/2020
Guayas,4387434,51,28616,-2.183333000000000,-79.88333299999999,05/08/2020
Imbabura,476257,15,1489,0.3626780000000000,-78.13066700000000,05/08/2020
Loja,521154,10,1660,-3.983333000000000,-79.20000000000000,05/08/2020
Los Ríos,921763,13,3460,-1.800000000000000,-79.53333300000000,05/08/2020
Manabí,1562079,30,6795,-1.056181000000000,-80.45521700000000,05/08/2020
Morona Santiago,196535,2,393,-2.300000000000000,-78.11666700000001,05/08/2020
Napo,133705,1,348,-0.9890000000000000,-77.81590000000000,05/08/2020
Orellana,161338,1,360,-0.4666670000000000,-76.96666700000000,05/08/2020
Pastaza,114202,0,261,-1.066667000000000,-78.00111099999999,05/08/2020
Pichincha,3228233,101,11600,-0.2186110000000000,-78.50972200000000,05/08/2020
Santa Elena,401178,7,2271,-2.226700000000000,-80.85830000000000,05/08/2020
Sto. Domingo Tsáchilas,511151,18,2047,-0.2541670000000000,-79.17194400000000,05/08/2020
Sucumbíos,230503,4,602,0.08472200000000002,-76.88277800000000,05/08/2020
Tungurahua,590600,15,2612,-1.241667000000000,-78.61972200000000,05/08/2020
Zamora Chinchipe,120416,1,233,-4.120000000000000,-78.80000000000000,05/08/2020
Azuay,881394,21,2766,-2.897414000000000,-79.00448100000000,06/08/2020
Bolívar,209933,3,692,-1.605556000000000,-79.00305600000000,06/08/2020
Carchi,186869,6,507,0.8121800000000000,-77.71633000000000,06/08/2020
Cañar,281396,3,849,-2.733333000000000,-78.83333300000000,06/08/2020
Chimborazo,524004,15,2166,-1.674347000000000,-78.64829400000001,06/08/2020
Cotopaxi,488716,4,1496,-0.9333330000000000,-78.61666700000001,06/08/2020
El Oro,715751,22,3298,-3.266667000000000,-79.96666700000000,06/08/2020
Esmeraldas,591083,6,1543,1.050000000000000,-79.20000000000000,06/08/2020
Galápagos,33042,0,27,-0.7999999999999999,-89.40000000000001,06/08/2020
Guayas,4387434,49,28665,-2.183333000000000,-79.88333299999999,06/08/2020
Imbabura,476257,13,1502,0.3626780000000000,-78.13066700000000,06/08/2020
Loja,521154,10,1670,-3.983333000000000,-79.20000000000000,06/08/2020
Los Ríos,921763,19,3479,-1.800000000000000,-79.53333300000000,06/08/2020
Manabí,1562079,30,6825,-1.056181000000000,-80.45521700000000,06/08/2020
Morona Santiago,196535,1,394,-2.300000000000000,-78.11666700000001,06/08/2020
Napo,133705,2,350,-0.9890000000000000,-77.81590000000000,06/08/2020
Orellana,161338,2,362,-0.4666670000000000,-76.96666700000000,06/08/2020
Pastaza,114202,1,262,-1.066667000000000,-78.00111099999999,06/08/2020
Pichincha,3228233,95,11695,-0.2186110000000000,-78.50972200000000,06/08/2020
Santa Elena,401178,5,2276,-2.226700000000000,-80.85830000000000,06/08/2020
Sto. Domingo Tsáchilas,511151,13,2060,-0.2541670000000000,-79.17194400000000,06/08/2020
Sucumbíos,230503,2,604,0.08472200000000002,-76.88277800000000,06/08/2020
Tungurahua,590600,13,2625,-1.241667000000000,-78.61972200000000,06/08/2020
Zamora Chinchipe,120416,2,235,-4.120000000000000,-78.80000000000000,06/08/2020
Azuay,881394,23,2789,-2.897414000000000,-79.00448100000000,07/08/2020
Bolívar,209933,6,698,-1.605556000000000,-79.00305600000000,07/08/2020
Carchi,186869,5,512,0.8121800000000000,-77.71633000000000,07/08/2020
Cañar,281396,8,857,-2.733333000000000,-78.83333300000000,07/08/2020
Chimborazo,524004,10,2176,-1.674347000000000,-78.64829400000001,07/08/2020
Cotopaxi,488716,6,1502,-0.9333330000000000,-78.61666700000001,07/08/2020
El Oro,715751,14,3312,-3.266667000000000,-79.96666700000000,07/08/2020
Esmeraldas,591083,7,1550,1.050000000000000,-79.20000000000000,07/08/2020
Galápagos,33042,0,27,-0.7999999999999999,-89.40000000000001,07/08/2020
Guayas,4387434,73,28738,-2.183333000000000,-79.88333299999999,07/08/2020
Imbabura,476257,14,1516,0.3626780000000000,-78.13066700000000,07/08/2020
Loja,521154,15,1685,-3.983333000000000,-79.20000000000000,07/08/2020
Los Ríos,921763,12,3491,-1.800000000000000,-79.53333300000000,07/08/2020
Manabí,1562079,33,6858,-1.056181000000000,-80.45521700000000,07/08/2020
Morona Santiago,196535,2,396,-2.300000000000000,-78.11666700000001,07/08/2020
Napo,133705,1,351,-0.9890000000000000,-77.81590000000000,07/08/2020
Orellana,161338,2,364,-0.4666670000000000,-76.96666700000000,07/08/2020
Pastaza,114202,1,263,-1.066667000000000,-78.00111099999999,07/08/2020
Pichincha,3228233,96,11791,-0.2186110000000000,-78.50972200000000,07/08/2020
Santa Elena,401178,7,2283,-2.226700000000000,-80.85830000000000,07/08/2020
Sto. Domingo Tsáchilas,511151,12,2072,-0.2541670000000000,-79.17194400000000,07/08/2020
Sucumbíos,230503,3,607,0.08472200000000002,-76.88277800000000,07/08/2020
Tungurahua,590600,15,2640,-1.241667000000000,-78.61972200000000,07/08/2020
Zamora Chinchipe,120416,0,235,-4.120000000000000,-78.80000000000000,07/08/2020
Azuay,881394,18,2807,-2.897414000000000,-79.00448100000000,08/08/2020
Bolívar,209933,9,707,-1.605556000000000,-79.00305600000000,08/08/2020
Carchi,186869,3,515,0.8121800000000000,-77.71633000000000,08/08/2020
Cañar,281396,3,860,-2.733333000000000,-78.83333300000000,08/08/2020
Chimborazo,524004,7,2183,-1.674347000000000,-78.64829400000001,08/08/2020
Cotopaxi,488716,7,1509,-0.9333330000000000,-78.61666700000001,08/08/2020
El Oro,715751,20,3332,-3.266667000000000,-79.96666700000000,08/08/2020
Esmeraldas,591083,8,1558,1.050000000000000,-79.20000000000000,08/08/2020
Galápagos,33042,0,27,-0.7999999999999999,-89.40000000000001,08/08/2020
Guayas,4387434,76,28814,-2.183333000000000,-79.88333299999999,08/08/2020
Imbabura,476257,8,1524,0.3626780000000000,-78.13066700000000,08/08/2020
Loja,521154,14,1699,-3.983333000000000,-79.20000000000000,08/08/2020
Los Ríos,921763,7,3498,-1.800000000000000,-79.53333300000000,08/08/2020
Manabí,1562079,26,6884,-1.056181000000000,-80.45521700000000,08/08/2020
Morona Santiago,196535,1,397,-2.300000000000000,-78.11666700000001,08/08/2020
Napo,133705,1,352,-0.9890000000000000,-77.81590000000000,08/08/2020
Orellana,161338,3,367,-0.4666670000000000,-76.96666700000000,08/08/2020
Pastaza,114202,0,263,-1.066667000000000,-78.00111099999999,08/08/2020
Pichincha,3228233,89,11880,-0.2186110000000000,-78.50972200000000,08/08/2020
