provincia,provincia_poblacion,canton,canton_poblacion,total,acumuladas,lat,lng,mes
Azuay,881394,Guachapala,3859,0,7,-2.769000000000000,-78.70900000000000,7
Azuay,881394,Gualaceo,49104,28,135,-2.900000000000000,-78.78333300000000,7
Azuay,881394,Nabón,17292,3,39,-3.336060000000000,-79.06368000000001,7
Azuay,881394,Oña,4128,2,18,-3.469640000000000,-79.15431000000000,7
Azuay,881394,Paute,29214,8,63,-2.781800000000000,-78.76000000000001,7
Azuay,881394,Pucará,10584,3,21,-3.233780000000000,-79.46120000000001,7
Azuay,881394,San Fernando,4156,2,11,-3.144500000000000,-79.25200000000000,7
Azuay,881394,Santa Isabel,20935,11,55,-3.274170000000000,-79.31560000000000,7
Azuay,881394,Sevilla de Oro,6890,5,16,-2.799833000000000,-78.65569400000000,7
Azuay,881394,Sígsig,30509,13,93,-3.089700000000000,-78.80320000000000,7
Bolívar,209933,Caluma,16429,11,48,-1.633330000000000,-79.25000000000000,7
Bolívar,209933,Chillanes,16850,6,54,-1.933333000000000,-79.06666700000000,7
Bolívar,209933,Chimbo,17378,2,44,-1.700000000000000,-79.01666700000000,7
Bolívar,209933,Echeandía,14081,4,36,-1.433330000000000,-79.26667000000000,7
Bolívar,209933,Guaranda,108763,73,360,-1.605556000000000,-79.00305600000000,7
Bolívar,209933,Las Naves,7428,3,13,-1.283330000000000,-79.30000000000000,7
Bolívar,209933,San Miguel,29004,18,97,-1.700000000000000,-79.03333300000000,7
Carchi,186869,Bolivar,15528,10,37,0.5070990000000000,-77.86245400000000,7
Carchi,186869,Espejo,13817,8,38,0.6210000000000000,-77.94000000000000,7
Carchi,186869,Mira,11969,7,36,0.5538999999999998,-78.04930000000000,7
Carchi,186869,Montúfar,34229,19,82,0.6100000000000000,-77.84000000000000,7
Carchi,186869,San Pedro de Huaca,8931,1,13,0.6311110000000000,-77.72527800000000,7
Carchi,186869,Tulcán,102395,64,273,0.8121800000000000,-77.71633000000000,7
Cañar,281396,Azogues,86276,91,352,-2.733333000000000,-78.83333300000000,7
Cañar,281396,Biblían,23741,9,61,-2.710000000000000,-78.88000000000000,7
Cañar,281396,Cañar,68747,18,138,-2.483700000000000,-78.97839999999999,7
Cañar,281396,Déleg,6782,3,16,-2.772600000000000,-78.91830000000000,7
Cañar,281396,El Tambo,12462,7,26,-2.508100000000000,-78.92489999999999,7
Cañar,281396,La Troncal,76872,26,212,-2.400000000000000,-79.33000000000000,7
Cañar,281396,Suscal,6516,2,5,-2.436400000000000,-79.05220000000000,7
Chimborazo,524004,Alausí,45054,26,128,-2.200000000000000,-78.84999999999999,7
Chimborazo,524004,Chambo,13378,8,25,-1.733333000000000,-78.58333300000000,7
Chimborazo,524004,Chunchi,12795,3,30,-2.283333000000000,-78.91666700000000,7
Chimborazo,524004,Colta,44838,30,183,-1.700000000000000,-78.75000000000000,7
Chimborazo,524004,Cumandá,17973,6,39,-2.200000000000000,-79.13333299999999,7
Chimborazo,524004,Guamote,58291,26,144,-1.933333000000000,-78.71666700000000,7
Chimborazo,524004,Guano,48395,31,125,-1.583333000000000,-78.63333299999999,7
Chimborazo,524004,Pallatanga,12277,3,33,-1.983333000000000,-78.95000000000000,7
Chimborazo,524004,Penipe,6955,12,34,-1.557300000000000,-78.53959999999999,7
Chimborazo,524004,Riobamba,264048,300,1304,-1.674347000000000,-78.64829400000001,7
Cotopaxi,488716,La Maná,56905,17,124,-0.9300000000000000,-79.22000000000000,7
Cotopaxi,488716,Latacunga,205624,195,814,-0.9333330000000000,-78.61666700000001,7
Cotopaxi,488716,Pangua,24612,8,44,-1.133333000000000,-79.06666700000000,7
Cotopaxi,488716,Pujilí,79772,29,178,-0.9500000000000000,-78.69000000000000,7
Cotopaxi,488716,Salcedo,67100,34,149,-1.050000000000000,-78.58333300000000,7
Cotopaxi,488716,Saquisilí,31426,9,65,-0.8300000000000000,-78.67000000000000,7
Cotopaxi,488716,Sigchos,23277,13,66,-0.7000000000000000,-78.88333299999999,7
El Oro,715751,Arenillas,33473,7,73,-3.550000000000000,-80.06000000000000,7
El Oro,715751,Atahualpa,6436,2,12,-2.900000000000000,-78.93333300000000,7
El Oro,715751,Balsas,9233,4,15,-3.762600000000000,-79.82530000000000,7
El Oro,715751,Chilla,2379,1,8,-3.450000000000000,-79.58000000000000,7
El Oro,715751,El Guabo,63645,28,227,-3.238800000000000,-79.82920000000000,7
El Oro,715751,Huaquillas,60440,24,161,-3.481380000000000,-80.24320700000000,7
El Oro,715751,Las Lajas,4963,2,8,-3.785000000000000,-80.06166700000000,7
El Oro,715751,Machala,289141,253,1828,-3.266667000000000,-79.96666700000000,7
El Oro,715751,Marcabelí,6259,1,12,-3.786000000000001,-79.89780000000000,7
El Oro,715751,Pasaje,87723,44,339,-3.326900000000000,-79.80490000000000,7
El Oro,715751,Piñas,30206,16,130,-3.666667000000000,-79.65000000000001,7
El Oro,715751,Portovelo,14028,7,42,-3.720000000000000,-79.62000000000000,7
El Oro,715751,Santa Rosa,82171,30,249,-3.452222000000000,-79.96166700000001,7
El Oro,715751,Zaruma,25654,13,60,-3.433333000000000,-79.59999999999999,7
Esmeraldas,591083,Atacames,55495,11,70,0.8666670000000000,-79.83333300000000,7
Esmeraldas,591083,Eloy Alfaro,45629,5,42,1.250000000000000,-79,7
Esmeraldas,591083,Esmeraldas,218727,138,978,1.050000000000000,-79.20000000000000,7
Esmeraldas,591083,Muisne,31106,11,40,0.6067000000000000,-80.01830000000000,7
Esmeraldas,591083,Quinindé,145879,41,213,0.3300000000000000,-79.48000000000000,7
Esmeraldas,591083,Rioverde,31475,7,32,1.060200000000000,-79.40440000000000,7
Esmeraldas,591083,San Lorenzo,62772,17,77,1.265800000000000,-78.84139999999999,7
Galápagos,33042,Isabela,3073,0,4,-0.4724000000000000,-90.68110000000000,7
Galápagos,33042,San Cristóbal,9667,2,11,-0.7999999999999999,-89.40000000000001,7
Galápagos,33042,Santa Cruz,20302,0,10,-0.6333330000000000,-90.36666700000001,7
Guayas,4387434,Alfredo Baquerizo Moreno,32110,8,88,-1.916667000000000,-79.51666700000000,7
Guayas,4387434,Balao,26348,6,82,-2.910000000000000,-79.81000000000000,7
Guayas,4387434,Balzar,60260,37,251,-1.360000000000000,-79.90000000000001,7
Guayas,4387434,Colimes,26169,16,85,-1.550000000000000,-80.01666700000000,7
Guayas,4387434,Coronel Marcelino Maridueña,13132,3,34,-2.200000000000000,-79.42000000000000,7
Guayas,4387434,Daule,173684,56,862,-1.866667000000000,-79.98333300000000,7
Guayas,4387434,Durán,315724,44,1038,-2.166667000000000,-79.83333300000000,7
Guayas,4387434,El Triunfo,59636,18,176,-2.330000000000000,-79.40000000000001,7
Guayas,4387434,Empalme,86073,33,233,-1.046111000000000,-79.63361100000000,7
Guayas,4387434,General Antonio Elizalde,13156,3,40,-2.200000000000000,-79.17000000000000,7
Guayas,4387434,Guayaquil,2723665,1530,21409,-2.183333000000000,-79.88333299999999,7
Guayas,4387434,Isidro Ayora,14582,3,74,-1.883333000000000,-80.16666700000000,7
Guayas,4387434,Lomas de Sargentillo,24220,10,152,-1.883333000000000,-80.08333300000000,7
Guayas,4387434,Milagro,199835,100,1233,-2.126944000000000,-79.59916699999999,7
Guayas,4387434,Naranjal,95052,23,225,-2.672800000000000,-79.61499999999999,7
Guayas,4387434,Naranjito,43862,24,172,-2.173000000000000,-79.46710000000000,7
Guayas,4387434,Nobol,26444,9,107,-1.916671000000000,-80.01153900000000,7
Guayas,4387434,Palestina,18451,8,63,-1.626300000000000,-79.97700000000000,7
Guayas,4387434,Pedro Carbo,51802,19,312,-1.833333000000000,-80.23333300000000,7
Guayas,4387434,Playas,59628,6,264,-2.623330000000000,-80.38750000000000,7
Guayas,4387434,Salitre,65765,20,262,-1.829444000000000,-79.81555600000000,7
Guayas,4387434,Samborondón,102404,24,322,-2.183333000000000,-79.88333299999999,7
Guayas,4387434,San Jacinto De Yaguachi,78204,18,205,-2.120000000000000,-79.69000000000000,7
Guayas,4387434,Santa Lucía,45004,19,325,-1.713889000000000,-79.98500000000000,7
Guayas,4387434,Simón Bolivar,32224,8,78,-2.156667000000000,-79.88750000000000,7
Imbabura,476257,Antonio Ante,54311,19,90,0.3200000000000000,-78.20999999999999,7
Imbabura,476257,Cotacachi,44203,27,100,0.3000000000000000,-78.26666700000000,7
Imbabura,476257,Ibarra,221149,194,827,0.3626780000000000,-78.13066700000000,7
Imbabura,476257,Otavalo,125785,82,327,0.2333330000000000,-78.26666700000000,7
Imbabura,476257,Pimampiro,13269,3,35,0.4000000000000000,-77.97000000000000,7
Imbabura,476257,San Miguel de Urcuquí,17540,2,24,0.5200000000000000,-78.20000000000000,7
Loja,521154,Calvas,29565,11,103,-4.320000000000000,-79.56000000000000,7
Loja,521154,Catamayo,35961,22,78,-3.980000000000000,-79.34999999999999,7
Loja,521154,Celica,16160,5,26,-4.102500000000000,-79.95444400000000,7
Loja,521154,Chaguarpamba,6620,5,28,-3.850000000000000,-79.65000000000001,7
Loja,521154,Espíndola,14209,2,31,-4.583056000000000,-79.42694400000001,7
Loja,521154,Gonzanamá,10953,6,34,-4.231389000000000,-79.43527800000000,7
Loja,521154,Loja,274112,219,934,-3.983333000000001,-79.20000000000000,7
Loja,521154,Macará,20269,13,55,-4.383333000000000,-79.95000000000000,7
Loja,521154,Olmedo,4220,2,9,-3.934000000000000,-79.64800000000000,7
Loja,521154,Paltas,23471,21,87,-4.050000000000002,-79.65000000000001,7
Loja,521154,Pindal,10540,2,23,-4.116100000000000,-80.10760000000001,7
Loja,521154,Puyango,15925,7,41,-3.870000000000000,-80.09000000000000,7
Loja,521154,Quilanga,4197,1,8,-4.298000000000000,-79.39860000000000,7
Loja,521154,Saraguro,33506,20,84,-3.625300000000000,-79.24110000000000,7
Loja,521154,Sozoranga,7121,2,11,-4.327778000000000,-79.78972200000000,7
Loja,521154,Zapotillo,14325,5,29,-4.386360000000002,-80.24360000000000,7
Los Ríos,921763,Baba,43429,13,117,-1.784167000000000,-79.67666699999999,7
Los Ríos,921763,Babahoyo,175281,107,911,-1.800000000000000,-79.53333300000000,7
Los Ríos,921763,Buena Fe,83654,23,183,-0.8985719999999999,-79.48891600000000,7
Los Ríos,921763,Mocache,43316,13,96,-1.183850000000000,-79.50552999999999,7
Los Ríos,921763,Montalvo,28720,8,79,-1.793800000000000,-79.28570000000001,7
Los Ríos,921763,Palenque,23638,6,45,-1.432800000000000,-79.74950000000000,7
Los Ríos,921763,Puebloviejo,44725,10,101,-1.550000000000000,-79.53388900000000,7
Los Ríos,921763,Quevedo,213842,151,1052,-1.033333000000000,-79.45000000000000,7
Los Ríos,921763,Quinsaloma,20428,15,44,-1.206200000000000,-79.31450000000000,7
Los Ríos,921763,Urdaneta,32618,17,107,-1.570556000000000,-79.47111099999999,7
Los Ríos,921763,Valencia,54637,10,76,-0.9525000000000000,-79.35310000000000,7
Los Ríos,921763,Ventanas,75146,28,217,-1.450000000000000,-79.47000000000000,7
Los Ríos,921763,Vinces,82329,31,293,-1.558333000000000,-79.75000000000000,7
Manabí,1562079,Bolívar,45493,28,142,-0.8419440000000000,-80.16194400000001,7
Manabí,1562079,Chone,131002,77,474,-0.6833330000000000,-80.09999999999999,7
Manabí,1562079,El Carmen,111344,51,258,-1.314700000000000,-80.01690000000001,7
Manabí,1562079,Flavio Alfaro,23822,20,91,-0.4054000000000000,-79.90580000000000,7
Manabí,1562079,Jama,26116,6,26,-0.2014000000000000,-80.26590000000000,7
Manabí,1562079,Jaramijó,28439,7,83,-0.9487300000000000,-80.63630000000001,7
Manabí,1562079,Jipijapa,74645,34,432,-1.333330000000000,-80.58329999999999,7
Manabí,1562079,Junín,18820,7,47,-0.9291600000000000,-80.20569000000000,7
Manabí,1562079,Manta,264281,170,1676,-0.9500220000000000,-80.71620000000000,7
Manabí,1562079,Montecristi,107785,22,329,-1.033330000000000,-80.65000000000001,7
Manabí,1562079,Olmedo,10194,6,33,-1.396111000000000,-80.20611100000001,7
Manabí,1562079,Paján,37093,21,162,-1.570000000000000,-80.42000000000000,7
Manabí,1562079,Pedernales,63441,31,144,0.07010000000000001,-80.05360000000000,7
Manabí,1562079,Pichincha,29599,13,47,-1.047300000000000,-79.81860000000000,7
Manabí,1562079,Portoviejo,321800,252,1771,-1.056181000000000,-80.45521700000000,7
Manabí,1562079,Puerto López,24688,14,104,-1.566667000000000,-80.81666700000000,7
Manabí,1562079,Rocafuerte,37312,13,121,-0.9200000000000000,-80.45999999999999,7
Manabí,1562079,San Vicente,24799,8,54,-0.5892999999999999,-80.40880000000000,7
Manabí,1562079,Santa Ana,48152,9,88,-1.206900000000000,-80.37090000000001,7
Manabí,1562079,Sucre,62443,44,238,-0.6000000000000000,-80.41666700000000,7
Manabí,1562079,Tosagua,42297,13,114,-0.7800000000000000,-80.26000000000001,7
Manabí,1562079,Veinticuatro de Mayo,28514,12,89,-1.278889000000000,-80.42000000000000,7
Morona Santiago,196535,Gualaquiza,19555,5,37,-3.380000000000000,-78.58000000000000,7
Morona Santiago,196535,Huamboya,12382,6,19,-1.785000000000000,-78.23194400000000,7
Morona Santiago,196535,Limón Indanza,10349,3,17,-2.966250000000000,-78.43052800000000,7
Morona Santiago,196535,Logroño,7643,3,11,-2.624800000000000,-78.18960000000000,7
Morona Santiago,196535,Morona,58281,28,145,-2.300000000000000,-78.11666700000001,7
Morona Santiago,196535,Pablo Sexto,2897,0,3,-1.803056000000000,-77.92111100000000,7
Morona Santiago,196535,Palora,7719,2,14,-1.700000000000000,-77.94000000000000,7
Morona Santiago,196535,San Juan Bosco,4985,0,0,-3.092300000000000,-78.51320000000000,7
Morona Santiago,196535,Santiago,11087,6,23,-3.429800000000000,-78.56560000000000,7
Morona Santiago,196535,Sucúa,23823,13,64,-2.460000000000000,-78.17000000000000,7
Morona Santiago,196535,Taisha,26773,8,31,-2.339950000000000,-77.45808000000000,7
Morona Santiago,196535,Tiwintza,11041,3,7,-2.917670000000000,-77.80170000000000,7
Napo,133705,Archidona,33068,9,71,-0.9166670000000000,-77.78333300000000,7
Napo,133705,Carlos Julio Arosemena Tola,4466,0,7,-1.166667000000000,-77.84999999999999,7
Napo,133705,El Chaco,10142,1,7,-0.3402780000000000,-77.80888899999999,7
Napo,133705,Quijos,6847,2,20,-0.4636110000000000,-77.89277800000001,7
Napo,133705,Tena,79182,49,226,-0.9890000000000000,-77.81590000000000,7
Orellana,161338,Aguarico,3629,2,8,-0.9211110000000000,-75.39916700000001,7
Orellana,161338,La Joya de los Sachas,39352,25,74,-0.3000000000000000,-76.84999999999999,7
Orellana,161338,Loreto,24579,8,61,-0.6904000000000000,-77.30830000000000,7
Orellana,161338,Orellana,93778,48,196,-0.4666670000000000,-76.96666700000000,7
Pastaza,114202,Arajuno,8128,2,11,-1.234370000000000,-77.68750000000000,7
Pastaza,114202,Mera,17547,5,17,-1.460000000000000,-78.09000000000000,7
Pastaza,114202,Pastaza,84377,57,219,-1.066667000000000,-78.00111099999999,7
Pastaza,114202,Santa Clara,4150,1,7,-1.267100000000000,-77.88820000000000,7
Pichincha,3228233,Cayambe,107660,73,213,0.04388900000000000,-78.15610000000000,7
Pichincha,3228233,Mejía,108167,71,255,-0.5101000000000000,-78.56980000000000,7
Pichincha,3228233,Pedro Moncayo,43281,10,51,0.04369700000000000,-78.34923999999999,7
Pichincha,3228233,Pedro Vicente Maldonado,17171,1,14,0.1666670000000000,-79,7
Pichincha,3228233,Puerto Quito,24911,10,51,0.1170000000000000,-79.26400000000000,7
Pichincha,3228233,Quito,2781641,2600,10179,-0.2186110000000000,-78.50972200000000,7
Pichincha,3228233,Rumiñahui,115433,102,313,-0.3345000000000000,-78.44750000000001,7
Pichincha,3228233,San Miguel de Los Bancos,29969,3,20,0.02300000000000000,-78.89200000000000,7
Santa Elena,401178,La Libertad,117767,23,473,-2.233333000000000,-80.90000000000001,7
Santa Elena,401178,Salinas,94590,25,367,-2.216667000000000,-80.95000000000000,7
Santa Elena,401178,Santa Elena,188821,69,1370,-2.226700000000000,-80.85830000000000,7
Sto. Domingo Tsáchilas,511151,La Concordia,52571,19,101,0.002300000000000000,-79.38460000000001,7
Sto. Domingo Tsáchilas,511151,Santo Domingo,458580,411,1859,-0.2541670000000000,-79.17194400000000,7
Sucumbíos,230503,Cascales,15882,5,19,-0.06750000000000000,-77.21694400000000,7
Sucumbíos,230503,Cuyabeno,7154,1,11,-0.1288890000000000,-76.41388900000000,7
Sucumbíos,230503,Gonzalo Pizarro,10007,7,19,0.04700000000000000,-77.32280000000000,7
Sucumbíos,230503,Lago Agrio,119594,129,406,0.08472200000000002,-76.88277800000000,7
Sucumbíos,230503,Putumayo,16106,2,8,0.1000000000000000,-75.84999999999999,7
Sucumbíos,230503,Shushufindi,57949,35,106,-0.1871000000000000,-76.64500000000000,7
Sucumbíos,230503,Sucumbíos,3811,1,7,0.4592000000000000,-77.52300000000000,7
Tungurahua,590600,Ambato,387309,493,1985,-1.241667000000000,-78.61972200000000,7
Tungurahua,590600,Baños,25043,19,59,-1.396389000000000,-78.42472200000000,7
Tungurahua,590600,Cevallos,9936,4,25,-1.350000000000000,-78.61666700000001,7
Tungurahua,590600,Mocha,7336,3,19,-1.416667000000000,-78.66666700000000,7
Tungurahua,590600,Patate,15825,7,40,-1.316667000000000,-78.51666700000000,7
Tungurahua,590600,Pelileo,66836,38,192,-1.327500000000000,-78.54083300000001,7
Tungurahua,590600,Píllaro,43371,29,133,-1.175833000000000,-78.55527800000000,7
Tungurahua,590600,Quero,20627,12,45,-1.379300000000000,-78.60700000000000,7
Tungurahua,590600,Tisaleo,14317,10,32,-1.350000000000000,-78.66666700000000,7
Zamora Chinchipe,120416,Centinela del Cóndor,8313,2,11,-3.894910000000000,-78.78140999999999,7
Zamora Chinchipe,120416,Chinchipe,10679,3,13,-4.862800000000000,-79.13280000000000,7
Zamora Chinchipe,120416,El Pangui,10945,2,21,-3.624900000000000,-78.58710000000001,7
Zamora Chinchipe,120416,Nangaritza,8014,3,9,-4.048333000000000,-78.68222200000000,7
Zamora Chinchipe,120416,Palanda,10144,0,10,-4.649800000000000,-79.13209999999999,7
Zamora Chinchipe,120416,Paquisha,5992,2,7,-3.932750000000000,-78.67426000000000,7
Zamora Chinchipe,120416,Yacuambi,7121,1,18,-3.634440000000000,-78.92810000000000,7
Zamora Chinchipe,120416,Yantzaza,26447,17,68,-3.850000000000000,-78.75000000000000,7
Zamora Chinchipe,120416,Zamora,32761,11,59,-4.120000000000000,-78.80000000000000,7
Azuay,881394,Camilo Ponce Enríquez,36423,8,48,-3.050000000000000,-79.73333300000000,8
Azuay,881394,Chordeleg,15176,11,42,-2.933333000000000,-78.76666700000000,8
Azuay,881394,Cuenca,636996,503,2551,-2.897414000000000,-79.00448100000000,8
Azuay,881394,El Pan,3091,2,12,-2.786111000000000,-78.66500000000001,8
Azuay,881394,Girón,13037,10,54,-3.159028000000000,-79.14756800000001,8
Azuay,881394,Guachapala,3859,2,9,-2.769000000000000,-78.70900000000000,8
Azuay,881394,Gualaceo,49104,33,168,-2.900000000000000,-78.78333300000000,8
Azuay,881394,Nabón,17292,8,47,-3.336060000000000,-79.06368000000001,8
Azuay,881394,Oña,4128,4,22,-3.469640000000000,-79.15431000000000,8
Azuay,881394,Paute,29214,15,78,-2.781800000000000,-78.76000000000001,8
Azuay,881394,Pucará,10584,1,22,-3.233780000000000,-79.46120000000001,8
Azuay,881394,San Fernando,4156,7,18,-3.144500000000000,-79.25200000000000,8
Azuay,881394,Santa Isabel,20935,12,67,-3.274170000000000,-79.31560000000000,8
Azuay,881394,Sevilla de Oro,6890,2,18,-2.799833000000000,-78.65569400000000,8
Azuay,881394,Sígsig,30509,17,110,-3.089700000000000,-78.80320000000000,8
Bolívar,209933,Caluma,16429,8,56,-1.633330000000000,-79.25000000000000,8
Bolívar,209933,Chillanes,16850,9,63,-1.933333000000000,-79.06666700000000,8
Bolívar,209933,Chimbo,17378,4,48,-1.700000000000000,-79.01666700000000,8
Bolívar,209933,Echeandía,14081,14,50,-1.433330000000000,-79.26667000000000,8
Bolívar,209933,Guaranda,108763,59,419,-1.605556000000000,-79.00305600000000,8
Bolívar,209933,Las Naves,7428,3,16,-1.283330000000000,-79.30000000000000,8
Bolívar,209933,San Miguel,29004,16,113,-1.700000000000000,-79.03333300000000,8
Carchi,186869,Bolivar,15528,5,42,0.5070990000000000,-77.86245400000000,8
Carchi,186869,Espejo,13817,8,46,0.6210000000000000,-77.94000000000000,8
Carchi,186869,Mira,11969,11,47,0.5538999999999998,-78.04930000000000,8
Carchi,186869,Montúfar,34229,10,92,0.6100000000000000,-77.84000000000000,8
Carchi,186869,San Pedro de Huaca,8931,2,15,0.6311110000000000,-77.72527800000000,8
Carchi,186869,Tulcán,102395,101,374,0.8121800000000000,-77.71633000000000,8
Cañar,281396,Azogues,86276,97,449,-2.733333000000000,-78.83333300000000,8
Cañar,281396,Biblían,23741,8,69,-2.710000000000000,-78.88000000000000,8
Cañar,281396,Cañar,68747,27,165,-2.483700000000000,-78.97839999999999,8
Cañar,281396,Déleg,6782,2,18,-2.772600000000000,-78.91830000000000,8
Cañar,281396,El Tambo,12462,3,29,-2.508100000000000,-78.92489999999999,8
Cañar,281396,La Troncal,76872,34,246,-2.400000000000000,-79.33000000000000,8
Cañar,281396,Suscal,6516,6,11,-2.436400000000000,-79.05220000000000,8
Chimborazo,524004,Alausí,45054,14,142,-2.200000000000000,-78.84999999999999,8
Chimborazo,524004,Chambo,13378,4,29,-1.733333000000000,-78.58333300000000,8
Chimborazo,524004,Chunchi,12795,10,40,-2.283333000000000,-78.91666700000000,8
Chimborazo,524004,Colta,44838,36,219,-1.700000000000000,-78.75000000000000,8
Chimborazo,524004,Cumandá,17973,7,46,-2.200000000000000,-79.13333299999999,8
Chimborazo,524004,Guamote,58291,24,168,-1.933333000000000,-78.71666700000000,8
Chimborazo,524004,Guano,48395,23,148,-1.583333000000000,-78.63333299999999,8
Chimborazo,524004,Pallatanga,12277,7,40,-1.983333000000000,-78.95000000000000,8
Chimborazo,524004,Penipe,6955,5,39,-1.557300000000000,-78.53959999999999,8
Chimborazo,524004,Riobamba,264048,231,1535,-1.674347000000000,-78.64829400000001,8
Cotopaxi,488716,La Maná,56905,17,141,-0.9300000000000000,-79.22000000000000,8
Cotopaxi,488716,Latacunga,205624,167,981,-0.9333330000000000,-78.61666700000001,8
Cotopaxi,488716,Pangua,24612,10,54,-1.133333000000000,-79.06666700000000,8
Cotopaxi,488716,Pujilí,79772,28,206,-0.9500000000000000,-78.69000000000000,8
Cotopaxi,488716,Salcedo,67100,20,169,-1.050000000000000,-78.58333300000000,8
Cotopaxi,488716,Saquisilí,31426,6,71,-0.8300000000000000,-78.67000000000000,8
Cotopaxi,488716,Sigchos,23277,6,72,-0.7000000000000000,-78.88333299999999,8
El Oro,715751,Arenillas,33473,11,84,-3.550000000000000,-80.06000000000000,8
El Oro,715751,Atahualpa,6436,1,13,-2.900000000000000,-78.93333300000000,8
El Oro,715751,Balsas,9233,1,16,-3.762600000000000,-79.82530000000000,8
El Oro,715751,Chilla,2379,0,8,-3.450000000000000,-79.58000000000000,8
El Oro,715751,El Guabo,63645,24,251,-3.238800000000000,-79.82920000000000,8
El Oro,715751,Huaquillas,60440,27,188,-3.481380000000000,-80.24320700000000,8
El Oro,715751,Las Lajas,4963,4,12,-3.785000000000000,-80.06166700000000,8
El Oro,715751,Machala,289141,216,2044,-3.266667000000000,-79.96666700000000,8
El Oro,715751,Marcabelí,6259,3,15,-3.786000000000001,-79.89780000000000,8
El Oro,715751,Pasaje,87723,38,377,-3.326900000000000,-79.80490000000000,8
El Oro,715751,Piñas,30206,15,145,-3.666667000000000,-79.65000000000001,8
El Oro,715751,Portovelo,14028,5,47,-3.720000000000000,-79.62000000000000,8
El Oro,715751,Santa Rosa,82171,34,283,-3.452222000000000,-79.96166700000001,8
El Oro,715751,Zaruma,25654,19,79,-3.433333000000000,-79.59999999999999,8
Esmeraldas,591083,Atacames,55495,11,81,0.8666670000000000,-79.83333300000000,8
Esmeraldas,591083,Eloy Alfaro,45629,10,52,1.250000000000000,-79,8
Esmeraldas,591083,Esmeraldas,218727,92,1070,1.050000000000000,-79.20000000000000,8
Esmeraldas,591083,Muisne,31106,3,43,0.6067000000000000,-80.01830000000000,8
Esmeraldas,591083,Quinindé,145879,32,245,0.3300000000000000,-79.48000000000000,8
Esmeraldas,591083,Rioverde,31475,8,40,1.060200000000000,-79.40440000000000,8
Esmeraldas,591083,San Lorenzo,62772,8,85,1.265800000000000,-78.84139999999999,8
Galápagos,33042,Isabela,3073,0,4,-0.4724000000000000,-90.68110000000000,8
Galápagos,33042,San Cristóbal,9667,3,14,-0.7999999999999999,-89.40000000000001,8
Galápagos,33042,Santa Cruz,20302,3,13,-0.6333330000000000,-90.36666700000001,8
Guayas,4387434,Alfredo Baquerizo Moreno,32110,5,93,-1.916667000000000,-79.51666700000000,8
Guayas,4387434,Balao,26348,4,86,-2.910000000000000,-79.81000000000000,8
Guayas,4387434,Balzar,60260,25,276,-1.360000000000000,-79.90000000000001,8
Guayas,4387434,Colimes,26169,10,95,-1.550000000000000,-80.01666700000000,8
Guayas,4387434,Coronel Marcelino Maridueña,13132,2,36,-2.200000000000000,-79.42000000000000,8
Guayas,4387434,Daule,173684,61,923,-1.866667000000000,-79.98333300000000,8
Guayas,4387434,Durán,315724,39,1077,-2.166667000000000,-79.83333300000000,8
Guayas,4387434,El Triunfo,59636,24,200,-2.330000000000000,-79.40000000000001,8
Guayas,4387434,Empalme,86073,28,261,-1.046111000000000,-79.63361100000000,8
Guayas,4387434,General Antonio Elizalde,13156,1,41,-2.200000000000000,-79.17000000000000,8
Guayas,4387434,Guayaquil,2723665,1601,23010,-2.183333000000000,-79.88333299999999,8
Guayas,4387434,Isidro Ayora,14582,2,76,-1.883333000000000,-80.16666700000000,8
Guayas,4387434,Lomas de Sargentillo,24220,4,156,-1.883333000000000,-80.08333300000000,8
Guayas,4387434,Milagro,199835,106,1339,-2.126944000000000,-79.59916699999999,8
Guayas,4387434,Naranjal,95052,22,247,-2.672800000000000,-79.61499999999999,8
Guayas,4387434,Naranjito,43862,18,190,-2.173000000000000,-79.46710000000000,8
Guayas,4387434,Nobol,26444,7,114,-1.916671000000000,-80.01153900000000,8
Guayas,4387434,Palestina,18451,2,65,-1.626300000000000,-79.97700000000000,8
Guayas,4387434,Pedro Carbo,51802,21,333,-1.833333000000000,-80.23333300000000,8
Guayas,4387434,Playas,59628,19,283,-2.623330000000000,-80.38750000000000,8
Guayas,4387434,Salitre,65765,13,275,-1.829444000000000,-79.81555600000000,8
Guayas,4387434,Samborondón,102404,21,343,-2.183333000000000,-79.88333299999999,8
Guayas,4387434,San Jacinto De Yaguachi,78204,14,219,-2.120000000000000,-79.69000000000000,8
Guayas,4387434,Santa Lucía,45004,14,339,-1.713889000000000,-79.98500000000000,8
Guayas,4387434,Simón Bolivar,32224,6,84,-2.156667000000000,-79.88750000000000,8
Imbabura,476257,Antonio Ante,54311,29,119,0.3200000000000000,-78.20999999999999,8
Imbabura,476257,Cotacachi,44203,31,131,0.3000000000000000,-78.26666700000000,8
Imbabura,476257,Ibarra,221149,234,1061,0.3626780000000000,-78.13066700000000,8
Imbabura,476257,Otavalo,125785,76,403,0.2333330000000000,-78.26666700000000,8
Imbabura,476257,Pimampiro,13269,10,45,0.4000000000000000,-77.97000000000000,8
Imbabura,476257,San Miguel de Urcuquí,17540,8,32,0.5200000000000000,-78.20000000000000,8
Loja,521154,Calvas,29565,29,132,-4.320000000000000,-79.56000000000000,8
Loja,521154,Catamayo,35961,19,97,-3.980000000000000,-79.34999999999999,8
